product_id,sku,product_name,category_id,supplier_id,unit_price,unit_cost,currency,created_at,is_active
589,SKU-2CL4FS2S,Tripod,2,22,44.85,24.12,USD,2024-11-28,True
590,SKU-40KES49J,webcam,12,12,5.03,2.0,USD,2024-09-26,True
591,SKU-MSVHU5CG,wireless mouse,5,24,88.96,39.12,USD,2022-11-03,True
592,SKU-LDZOV1A1,usb-c cable,2,2,37.99,14.1,USD,2023-04-07,False
593,SKU-UPV87RHO,smartwatch band,3,17,38.74,19.31,MAD,2022-12-17,True
594,SKU-1745R0H7,GAMING KEYBOARD,6,35,11.71,8.62,EUR,2024-04-28,False
595,SKU-W57RGTCZ,SMARTWATCH BAND,17,27,61.8,26.15,USD,2023-01-06,False
596,SKU-T3BSDNT4,SMARTWATCH BAND,18,22,18.91,7.39,EUR,2022-12-14,True
597,SKU-7GWT7A08,phone case,17,2,24.57,18.16,EUR,2022-12-16,True
598,SKU-H22LHW5X,bluetooth speaker,8,24,3.4,2.0,EUR,2023-02-24,True
599,SKU-GFGFYK6R,router,18,6,3.96,2.0,EUR,2024-11-22,True
600,SKU-EO8DIZFB,COFFEE MUG,5,19,10.21,4.76,USD,2024-04-07,True
601,SKU-2DHWA5D3,webcam,9,15,5.75,2.0,USD,2024-08-04,True
602,SKU-D5RO7VEZ,FITNESS TRACKER,14,6,10.78,7.47,MAD,2024-03-27,True
603,SKU-6PJSM5IG,Tripod,1,34,27.81,13.97,GBP,2023-04-19,True
604,SKU-OIEONDZD,4K Monitor,8,28,35.0,22.7,USD,2024-09-03,True
605,SKU-ROBJYXTQ,PORTABLE CHARGER,5,40,22.03,9.16,USD,2025-04-17,True
606,SKU-ZYH1KRE7,Laptop Stand,17,6,48.49,20.7,USD,2024-07-18,True
607,SKU-5C7V0J0W,bluetooth speaker,3,27,66.7,48.26,MAD,2025-07-01,True
608,SKU-GWNU8CKS,Fitness Tracker,18,19,57.93,41.91,EUR,2025-03-03,True
609,SKU-2HQJP7R1,TRIPOD,19,5,32.14,16.69,MAD,2024-07-31,True
610,SKU-SDLOPYQB,SSD DRIVE,1,32,28.92,12.45,USD,2025-03-16,True
611,SKU-HEE4AH9D,ssd drive,9,6,52.35,29.76,USD,2024-07-03,True
612,SKU-RZ2GDP6K,Webcam,17,31,53.64,34.8,USD,2025-01-16,True
613,SKU-UGL99ANL,Desk Lamp,17,6,29.08,19.6,USD,2024-12-13,True
614,SKU-9POVI2KE,Gaming Keyboard,11,3,3.84,2.0,USD,2025-08-07,True
615,SKU-R8L4W3PE,Gaming Keyboard,20,17,49.59,22.75,EUR,2023-02-02,True
616,SKU-GK0OV30T,USB-C Cable,2,3,35.9,27.35,EUR,2025-06-23,True
617,SKU-EVA0S07H,phone case,7,29,55.71,28.91,EUR,2022-09-26,True
618,SKU-73JOYPO4,bluetooth speaker,8,30,57.54,26.03,USD,2023-02-03,True
619,SKU-6N79KXIQ,fitness tracker,19,21,63.7,26.73,MAD,2025-01-05,True
620,SKU-Z5DBDEJJ,Bluetooth Speaker,17,8,22.85,19.04,USD,2025-04-12,True
621,SKU-CHDP6U5M,SSD Drive,8,40,13.61,6.86,USD,2025-05-15,True
622,SKU-7NJUKOQ3,water bottle,19,11,55.23,29.41,EUR,2023-09-21,True
623,SKU-IUZFOKEE,gaming keyboard,12,3,36.1,16.25,USD,2022-10-21,True
624,SKU-O5DVU8KK,ssd drive,4,27,37.1,23.61,GBP,2024-10-24,True
625,SKU-XUDE0OU3,Smartwatch Band,5,18,58.87,33.55,USD,2023-08-02,True
626,SKU-XY0SXETZ,NOISE CANCELLING HEADPHONES,6,20,35.48,25.77,GBP,2025-04-03,True
627,SKU-V1C3PRLO,gaming keyboard,20,21,3.78,2.0,EUR,2025-01-25,True
628,SKU-AQJ5XWX0,LAPTOP STAND,19,22,103.14,53.93,USD,2024-01-14,False
629,SKU-XA05CXCW,Portable Charger,5,15,27.8,14.95,USD,2022-10-22,True
630,SKU-WHB559G2,GAMING KEYBOARD,8,8,49.0,40.83,GBP,2024-05-29,True
631,SKU-XNRF9S2V,USB-C Cable,8,24,3.66,2.0,USD,2024-05-23,True
632,SKU-UTW5JJ97,4K MONITOR,15,37,73.03,49.16,EUR,2023-04-05,True
633,SKU-7847S2PC,ROUTER,4,12,42.75,28.1,EUR,2024-09-08,True
634,SKU-OFEDRVFE,router,19,40,3.79,2.0,USD,2024-12-04,False
635,SKU-7ABO3LII,Fitness Tracker,8,3,126.97,50.79,USD,2023-05-25,True
636,SKU-HO08QTKZ,ROUTER,11,40,3.43,2.0,USD,2024-04-12,True
637,SKU-V2KSL4QN,smartwatch band,16,25,30.96,16.33,USD,2023-04-05,True
638,SKU-GEGASKK9,PHONE CASE,19,3,71.81,40.88,USD,2024-09-17,True
639,SKU-DUYCRDTM,Coffee Mug,2,15,63.73,37.3,USD,2025-07-04,True
640,SKU-OXL47WJI,Wireless Mouse,18,38,51.51,27.08,USD,2023-03-31,True
641,SKU-TRECB1UM,coffee mug,6,33,16.65,10.02,USD,2024-06-18,True
642,SKU-8K20ZXC3,smartwatch band,6,10,52.22,26.88,USD,2025-07-19,False
643,SKU-Y9QOWHGL,HDMI Adapter,15,13,11.95,5.58,MAD,2024-12-31,True
644,SKU-24H09SQB,Fitness Tracker,13,39,28.52,16.13,USD,2025-03-21,True
645,SKU-ED28OHUK,PORTABLE CHARGER,13,7,22.54,16.78,USD,2024-12-26,True
646,SKU-CCU4Y40M,PHONE CASE,6,27,42.77,19.19,EUR,2024-12-05,False
647,SKU-C7TPV0BL,wireless mouse,3,36,41.81,28.86,EUR,2023-11-22,False
648,SKU-1YUDJZHX,Water Bottle,2,22,51.84,43.2,EUR,2024-09-26,True
649,SKU-1ID6OH4Z,Portable Charger,15,11,41.76,33.68,USD,2023-06-25,True
650,SKU-ZMD0IO4K,Laptop Stand,2,21,72.13,34.46,GBP,2024-11-23,True
651,SKU-N2BRMNIX,LAPTOP SLEEVE,1,16,27.57,18.17,USD,2024-10-23,True
652,SKU-ZFMJN6AB,webcam,20,11,59.01,28.11,USD,2025-04-05,True
653,SKU-M96IS4CY,coffee mug,16,9,61.07,41.73,USD,2024-02-06,True
654,SKU-14XSOTDE,USB-C CABLE,7,17,34.21,28.51,USD,2024-04-19,True
655,SKU-RCKCNO8Y,laptop stand,3,39,25.19,15.67,EUR,2022-11-20,True
656,SKU-9I0LYAZ3,Portable Charger,11,13,49.43,33.87,USD,2024-01-21,True
657,SKU-ATZRM2IA,Smartwatch Band,7,7,25.82,18.74,USD,2024-02-13,True
658,SKU-I8CGISSN,noise cancelling headphones,9,36,40.83,17.85,USD,2024-10-22,True
659,SKU-1C1F53ZM,usb-c cable,5,39,35.46,21.2,EUR,2025-01-24,True
660,SKU-L3H38C2Y,Coffee Mug,19,5,69.1,43.74,EUR,2024-07-14,True
661,SKU-MRDF1IID,WEBCAM,11,3,14.7,9.24,USD,2022-12-26,True
662,SKU-IMEROP2C,smartwatch band,8,2,30.02,20.03,USD,2024-03-17,True
663,SKU-GL7XHZ0S,Wireless Mouse,7,5,4.43,2.0,EUR,2023-12-03,True
664,SKU-I2DVP0BF,WATER BOTTLE,8,29,3.76,2.0,EUR,2023-02-21,True
665,SKU-OYXWKM5Z,Fitness Tracker,2,1,2.69,2.0,EUR,2022-11-03,False
666,SKU-GYXHQBRT,4k monitor,13,38,60.11,40.17,MAD,2024-05-27,True
667,SKU-1JUGUGSR,WATER BOTTLE,5,29,6.57,3.11,USD,2025-06-14,True
668,SKU-9JRVKFLA,SSD DRIVE,9,13,6.74,5.62,EUR,2023-09-27,False
669,SKU-OVNT8W7X,router,11,25,39.89,17.02,USD,2025-03-05,True
670,SKU-UJEEA44A,smartwatch band,4,15,45.08,23.6,GBP,2022-09-25,True
671,SKU-38YK2INX,Gaming Keyboard,5,26,63.03,28.46,GBP,2023-06-09,True
672,SKU-LBS048G7,Smartwatch Band,15,26,3.7,2.0,USD,2024-08-05,True
673,SKU-JI6D51LU,4K MONITOR,7,14,46.91,31.59,GBP,2024-04-21,True
674,SKU-OS3XE81Y,TRIPOD,18,14,78.75,47.06,USD,2025-07-21,True
675,SKU-RRGQLJMI,Water Bottle,4,9,165.53,60.61,USD,2022-10-30,True
676,SKU-5PUTKYOB,4K MONITOR,10,19,11.09,9.24,USD,2023-08-07,True
677,SKU-L94BVS7M,Gaming Keyboard,10,25,61.66,37.99,USD,2023-08-27,True
678,SKU-DZ2MCB71,4K MONITOR,15,36,56.38,30.19,USD,2024-11-27,False
679,SKU-IL3M7KAQ,hdmi adapter,6,34,54.8,35.82,EUR,2023-11-04,True
680,SKU-02PEC9DM,Laptop Sleeve,10,28,12.97,9.78,GBP,2024-08-03,True
681,SKU-UUGC829Q,HDMI ADAPTER,4,4,9.93,5.52,EUR,2023-09-28,True
682,SKU-UN12G8QH,laptop sleeve,3,22,45.08,37.57,USD,2024-04-19,True
683,SKU-CK27MZZ2,USB-C CABLE,14,12,72.73,29.46,USD,2024-09-02,True
684,SKU-064HDEHM,Wireless Mouse,7,7,5.17,2.46,MAD,2025-06-13,True
685,SKU-OBU0A9PW,Wireless Mouse,12,20,22.68,18.9,EUR,2024-08-02,False
686,SKU-DO28J83I,water bottle,17,34,69.92,35.99,GBP,2023-02-19,False
687,SKU-JNI0XW56,4K Monitor,12,36,44.03,25.95,USD,2024-10-13,True
688,SKU-7FICHAHR,water bottle,5,4,49.68,32.37,USD,2024-08-09,True
689,SKU-6SR52F5N,ROUTER,6,3,60.14,28.51,GBP,2023-02-02,True
690,SKU-RM5G0PNM,router,13,2,85.22,46.59,USD,2023-05-20,True
691,SKU-T6TBF1W4,Webcam,8,34,14.22,6.72,USD,2023-03-03,True
692,SKU-7D3YGK30,LAPTOP STAND,7,12,3.44,2.0,USD,2023-04-13,True
693,SKU-B28BN0W2,4K MONITOR,12,30,33.44,18.62,USD,2024-12-04,True
694,SKU-DTLXVU8E,wireless mouse,1,30,31.53,22.82,GBP,2023-11-06,True
695,SKU-Q0M4M68Q,HDMI Adapter,3,20,26.26,19.06,GBP,2025-07-30,False
696,SKU-DNDFAUIF,laptop sleeve,11,25,32.59,18.03,MAD,2024-10-08,True
697,SKU-ZQOU4ARJ,TRIPOD,2,29,59.96,23.47,USD,2023-07-15,True
698,SKU-GS8JHFWJ,HDMI ADAPTER,15,8,11.76,4.82,MAD,2023-12-20,True
699,SKU-FL8O1MJL,laptop sleeve,18,40,4.4,2.0,EUR,2024-12-07,False
700,SKU-2Q53KEPZ,Noise Cancelling Headphones,20,1,35.52,19.0,GBP,2024-09-21,True
701,SKU-0Y9TDPY5,SSD DRIVE,5,34,42.7,24.22,EUR,2023-05-12,True
702,SKU-MQGYVLUI,fitness tracker,14,25,8.37,4.43,USD,2024-05-08,False
703,SKU-1LPJTJ6L,PORTABLE CHARGER,15,37,21.8,13.73,GBP,2024-06-12,True
704,SKU-8BEHZ5TM,Gaming Keyboard,5,10,77.57,28.79,EUR,2023-01-04,True
705,SKU-ISJBDYP8,HDMI ADAPTER,2,30,15.18,6.03,MAD,2023-10-17,True
706,SKU-F7KSC2ID,smartwatch band,7,15,80.2,33.88,GBP,2023-12-03,True
707,SKU-ZXW90WB3,Laptop Stand,14,33,4.59,2.0,GBP,2023-08-31,False
708,SKU-BNN9T44U,Fitness Tracker,11,38,57.95,25.99,USD,2023-10-20,True
709,SKU-GYGYAXQE,PORTABLE CHARGER,2,33,4.93,2.0,EUR,2025-04-28,True
710,SKU-J9IJ1I6W,phone case,20,33,40.8,34.0,USD,2025-03-16,True
711,SKU-ACLQI0VX,SMARTWATCH BAND,2,11,82.45,43.17,EUR,2023-06-07,True
712,SKU-HRC96BJF,Laptop Sleeve,7,22,72.02,35.68,EUR,2024-01-30,True
713,SKU-0HAS69S8,Wireless Mouse,5,15,37.63,29.41,USD,2023-10-09,True
714,SKU-D6PVULJD,Water Bottle,14,29,26.89,19.56,MAD,2025-03-12,True
715,SKU-JEKM8Q48,ssd drive,10,32,7.08,5.9,USD,2023-09-13,True
716,SKU-5Y1OS9CG,WATER BOTTLE,16,15,71.36,39.42,USD,2024-04-17,True
717,SKU-C89LM5YS,LAPTOP SLEEVE,14,14,21.21,14.23,USD,2022-12-29,True
718,SKU-N2BG2NFF,water bottle,9,15,23.27,12.03,USD,2025-03-09,True
719,SKU-BZ6DNN3Q,WEBCAM,12,25,79.49,37.2,EUR,2024-03-22,True
720,SKU-A11BLJSK,fitness tracker,18,34,74.18,33.52,USD,2025-08-05,False
721,SKU-CNKBEI31,LAPTOP SLEEVE,6,33,29.81,15.66,USD,2024-05-11,False
722,SKU-ZLFRSBXB,GAMING KEYBOARD,1,13,15.91,10.77,EUR,2024-12-31,True
723,SKU-LAJPWFS2,4K MONITOR,14,26,25.77,17.23,EUR,2023-11-23,True
724,SKU-GFLJZ7Q3,Desk Lamp,8,30,14.58,11.3,USD,2022-10-08,True
725,SKU-WH599Q03,coffee mug,18,27,7.12,4.03,EUR,2023-01-04,True
726,SKU-7TONSH87,4K Monitor,16,25,29.16,13.84,USD,2025-03-03,True
727,SKU-POFRCJKS,WIRELESS MOUSE,15,17,33.81,21.45,MAD,2024-07-06,True
728,SKU-L52GXJ9L,USB-C Cable,13,37,49.88,41.57,GBP,2023-11-09,True
729,SKU-I3FRU8IW,HDMI Adapter,9,8,23.91,12.64,EUR,2024-05-22,True
730,SKU-4FTSKE7P,PHONE CASE,13,22,9.69,4.74,USD,2024-09-19,True
731,SKU-K94GC8DZ,Coffee Mug,7,14,54.31,39.11,MAD,2023-06-29,True
732,SKU-WF9OSJKG,Desk Lamp,1,18,102.79,44.07,GBP,2023-06-28,True
733,SKU-HRJLZFNY,Gaming Keyboard,1,17,32.4,14.68,USD,2022-09-27,True
734,SKU-P8D75QZK,tripod,5,5,58.61,33.04,EUR,2025-01-27,True
735,SKU-KXIC14O3,Laptop Sleeve,20,39,58.95,25.42,USD,2023-09-06,True
736,SKU-HR69P54J,GAMING KEYBOARD,1,25,101.83,42.55,USD,2023-06-12,True
737,SKU-T1TYKLFS,laptop stand,15,36,15.83,13.19,MAD,2024-02-14,False
738,SKU-UCR2XIK0,COFFEE MUG,10,6,88.82,50.13,EUR,2024-01-27,True
739,SKU-MAKICSOO,Fitness Tracker,14,25,41.54,21.86,EUR,2024-02-20,True
740,SKU-5C3FN063,fitness tracker,8,14,5.12,2.41,USD,2023-02-02,True
741,SKU-UIPZAX77,Laptop Stand,3,19,19.82,13.07,GBP,2023-11-16,True
742,SKU-UTJQUAOK,router,3,23,31.71,17.76,MAD,2024-07-26,True
743,SKU-SO8YK7QW,fitness tracker,12,30,30.31,14.15,MAD,2025-05-21,True
744,SKU-124HFBPE,coffee mug,7,12,30.86,16.6,EUR,2024-02-06,True
745,SKU-RETG5F0Q,Gaming Keyboard,17,7,28.89,20.39,USD,2025-04-18,True
746,SKU-UWU7ZBHR,GAMING KEYBOARD,11,22,61.66,45.81,GBP,2024-10-22,True
747,SKU-8AXT6VZ6,TRIPOD,5,32,43.54,26.89,GBP,2023-02-16,True
748,SKU-131Q1YN0,laptop stand,17,6,73.8,41.27,MAD,2024-09-11,True
749,SKU-AV5VCMAP,LAPTOP SLEEVE,16,2,11.49,7.02,EUR,2023-06-26,True
750,SKU-8QL5RYNV,laptop stand,10,10,44.37,16.1,GBP,2023-03-19,True
751,SKU-HQCM3NQ6,4k monitor,11,29,21.7,18.08,USD,2024-06-22,True
752,SKU-25IRAUZF,Phone Case,20,38,16.76,11.26,USD,2025-07-07,True
753,SKU-AVRHPZUI,Smartwatch Band,5,24,10.87,8.16,MAD,2025-08-17,True
754,SKU-WCAVR9R4,ROUTER,18,4,41.49,17.07,USD,2023-05-01,False
755,SKU-K6XE24TC,Laptop Stand,4,14,12.37,9.09,USD,2025-01-03,True
756,SKU-UNUEYH35,Portable Charger,11,35,41.93,27.65,USD,2025-03-16,True
757,SKU-AI2CS9NX,laptop stand,2,5,69.65,36.85,USD,2023-09-11,False
758,SKU-STVP0ECC,noise cancelling headphones,6,24,6.55,4.06,USD,2024-08-26,True
759,SKU-A5Z6VOFC,coffee mug,3,4,29.15,19.49,EUR,2025-02-04,True
760,SKU-F0ZZUGIE,Bluetooth Speaker,10,17,50.04,22.71,USD,2025-07-02,True
761,SKU-G6HUCQGC,Water Bottle,7,17,83.29,33.34,USD,2024-04-21,True
762,SKU-OJIFD650,Phone Case,3,33,26.99,19.49,EUR,2025-09-08,True
763,SKU-RX8FMDVA,Portable Charger,18,9,59.91,33.04,GBP,2023-06-26,True
764,SKU-LRVU2UOE,PHONE CASE,7,17,3.94,2.9,MAD,2023-10-24,True
765,SKU-10H16BGF,PHONE CASE,19,16,38.68,24.4,USD,2025-08-21,True
766,SKU-1P4NNUOY,PHONE CASE,10,14,2.4,2.0,USD,2025-06-26,True
767,SKU-ZA5D18SZ,laptop sleeve,10,33,53.53,24.94,EUR,2025-01-26,True
768,SKU-FAKSMETL,Smartwatch Band,7,23,3.74,2.0,GBP,2023-08-17,False
769,SKU-RDH8DKL2,Coffee Mug,2,9,16.36,8.52,GBP,2024-02-12,True
770,SKU-XIPJLYK4,USB-C CABLE,19,29,9.6,4.98,USD,2025-05-26,True
771,SKU-MM0RR1ZH,Webcam,5,29,42.3,27.91,MAD,2025-03-28,True
772,SKU-B02US3XB,laptop stand,13,11,41.34,17.53,EUR,2024-09-10,True
773,SKU-HOV57YXS,gaming keyboard,19,27,9.79,5.82,USD,2025-03-01,True
774,SKU-SJ437K9Z,Portable Charger,12,23,20.12,16.39,USD,2023-12-30,True
775,SKU-Y5BAMKUG,HDMI Adapter,4,18,28.24,16.64,USD,2024-07-11,True
776,SKU-2CETKGGG,usb-c cable,9,27,54.77,45.36,MAD,2023-03-29,True
777,SKU-2DWBWYX9,webcam,19,35,22.04,13.41,USD,2024-02-09,True
778,SKU-OOYA2R5T,4K MONITOR,1,27,97.03,44.76,GBP,2024-02-11,True
779,SKU-N34R9BBC,USB-C CABLE,2,32,20.88,10.07,USD,2024-02-08,True
780,SKU-8GWBHVXV,GAMING KEYBOARD,16,13,4.8,2.0,MAD,2023-11-29,True
781,SKU-5S8JUVD9,gaming keyboard,18,3,9.84,8.2,EUR,2024-09-12,False
782,SKU-I1O309VK,laptop sleeve,15,11,79.31,45.26,EUR,2023-05-05,True
783,SKU-GHGEQLCR,Tripod,12,24,49.04,25.11,USD,2025-09-04,False
784,SKU-VY2CL5HG,SSD DRIVE,17,30,52.79,29.45,EUR,2023-03-28,True
785,SKU-AZMZOPCQ,Router,18,24,44.11,29.8,USD,2025-09-03,True
786,SKU-R6RCSIBJ,wireless mouse,10,39,4.21,2.0,EUR,2023-10-20,True
787,SKU-XXKCW67X,Phone Case,8,34,19.11,10.29,MAD,2023-01-22,True
788,SKU-MCIGQXHK,FITNESS TRACKER,7,32,51.44,34.31,MAD,2025-05-31,True
789,SKU-P17CEKEG,WEBCAM,12,38,16.52,7.79,MAD,2024-03-28,True
790,SKU-7FJT18QK,4k monitor,6,10,57.59,39.13,USD,2024-09-19,True
791,SKU-U1VIOSUX,usb-c cable,2,7,71.2,46.92,EUR,2023-01-01,True
792,SKU-ALNPXDD4,hdmi adapter,17,27,20.06,16.72,MAD,2025-09-04,True
793,SKU-05FBQCDQ,4K MONITOR,20,9,14.9,8.35,USD,2023-05-04,True
794,SKU-XDADUKY8,wireless mouse,19,5,51.99,26.78,MAD,2023-06-22,True
795,SKU-GK41T4I2,router,8,5,78.6,46.39,GBP,2024-06-16,True
796,SKU-QA6UCN46,SSD DRIVE,4,14,30.02,15.65,USD,2023-08-28,True
797,SKU-LBZNMSQ9,HDMI Adapter,18,40,2.85,2.0,GBP,2024-09-11,True
798,SKU-8PIYIOTR,BLUETOOTH SPEAKER,2,25,39.22,17.64,GBP,2022-10-20,True
799,SKU-DTDG0IV1,webcam,19,40,73.01,25.65,EUR,2024-02-01,True
800,SKU-90CMUCAM,laptop sleeve,11,22,48.82,40.68,USD,2023-07-28,False
801,SKU-UYLJP49T,BLUETOOTH SPEAKER,12,25,20.81,16.12,GBP,2023-10-30,True
802,SKU-06GP9FEI,Gaming Keyboard,9,15,36.31,21.57,USD,2023-01-20,True
803,SKU-UC7DB0F9,Webcam,5,9,34.58,13.08,EUR,2025-01-17,True
804,SKU-U2AFRCQW,4K Monitor,18,34,89.04,43.76,USD,2025-07-09,True
805,SKU-2O7TZGD6,ssd drive,9,26,22.45,18.71,GBP,2023-12-25,True
806,SKU-AA2F9NGY,router,16,21,75.66,28.51,GBP,2024-01-05,True
807,SKU-D132JAHE,ROUTER,4,22,81.02,30.37,USD,2024-03-07,False
808,SKU-MGKRAEBZ,Webcam,9,13,64.38,31.81,EUR,2025-05-06,True
809,SKU-83Y4750G,Water Bottle,6,26,45.68,18.37,USD,2023-03-25,True
810,SKU-M49W270M,NOISE CANCELLING HEADPHONES,7,9,37.42,31.18,USD,2025-07-13,True
811,SKU-7MK71CWU,Desk Lamp,9,29,11.37,5.19,USD,2024-02-12,True
812,SKU-CA6R23FY,SSD Drive,18,25,25.45,21.21,EUR,2025-05-12,True
813,SKU-5JQHOP8P,laptop stand,1,2,28.32,20.01,USD,2024-08-10,True
814,SKU-VVLMOP2F,HDMI Adapter,7,16,28.26,17.05,USD,2022-11-12,True
815,SKU-FHPIG679,laptop sleeve,15,12,33.52,19.95,USD,2024-06-10,True
816,SKU-PV40TRQ6,water bottle,12,16,39.3,32.75,EUR,2023-03-31,True
817,SKU-AF0RTWLU,router,19,16,4.08,2.0,USD,2024-03-25,True
818,SKU-HKM9DHZ8,usb-c cable,9,20,44.11,23.45,USD,2024-12-04,True
819,SKU-IP0IZ19Q,USB-C Cable,16,2,48.02,21.37,USD,2023-04-23,False
820,SKU-ZSLQ8LLQ,LAPTOP STAND,18,28,10.62,5.8,USD,2024-12-22,True
821,SKU-DPRPICE0,usb-c cable,7,28,50.03,24.57,USD,2024-08-08,True
822,SKU-BWQMQ9NY,laptop sleeve,18,20,57.23,32.26,USD,2023-05-04,True
823,SKU-C46A9MOG,Phone Case,15,4,25.79,21.49,MAD,2023-12-26,True
824,SKU-K2Z17VYP,GAMING KEYBOARD,4,40,67.98,30.11,USD,2024-02-07,True
825,SKU-NBJXCJ6X,desk lamp,20,2,2.91,2.0,USD,2025-05-05,True
826,SKU-M93VK449,ROUTER,8,37,65.39,40.87,USD,2023-03-16,True
827,SKU-8TOFFW0I,Coffee Mug,5,16,4.37,3.64,EUR,2023-11-01,True
828,SKU-O4LAUE3B,Noise Cancelling Headphones,6,21,68.09,56.74,USD,2025-02-11,True
829,SKU-DLRS0NJE,webcam,13,34,36.74,17.15,USD,2023-05-12,True
830,SKU-3U3Q5UBG,Desk Lamp,3,31,31.46,26.22,GBP,2023-08-24,True
831,SKU-OLTJ2YF4,smartwatch band,19,28,11.07,5.46,USD,2025-07-09,True
832,SKU-FQQC4CL4,WIRELESS MOUSE,17,11,37.11,16.2,EUR,2025-07-26,True
833,SKU-1C2EGPM5,noise cancelling headphones,10,10,68.41,36.53,USD,2025-08-25,False
834,SKU-JY4QC6D1,Gaming Keyboard,15,9,36.8,20.31,GBP,2022-12-27,True
835,SKU-YV1362N7,4k monitor,5,33,86.35,47.64,USD,2023-01-15,True
836,SKU-5VFNUQCS,LAPTOP STAND,14,28,36.16,18.76,USD,2025-02-14,True
837,SKU-OR1X82EC,Smartwatch Band,17,30,20.69,8.81,EUR,2024-11-02,False
838,SKU-1HKYI3QD,Router,7,39,12.0,5.5,EUR,2023-05-22,True
839,SKU-V5FVKUDN,4k monitor,15,23,90.0,52.02,EUR,2025-05-13,True
840,SKU-8RTYFFMC,webcam,13,39,21.4,11.81,EUR,2025-03-21,True
841,SKU-UMPXK0A0,WIRELESS MOUSE,20,34,4.74,2.04,GBP,2024-12-11,True
842,SKU-6YB22E7G,usb-c cable,14,4,48.76,21.55,GBP,2023-07-16,True
843,SKU-42HR866F,PORTABLE CHARGER,18,32,13.07,8.26,USD,2025-05-08,False
844,SKU-T01W08R5,USB-C CABLE,8,20,29.79,14.15,USD,2024-08-07,True
845,SKU-C31MGLGI,WATER BOTTLE,5,11,63.26,31.31,GBP,2023-02-26,True
846,SKU-9W3PWJ09,laptop stand,6,26,33.93,16.37,EUR,2023-05-05,True
847,SKU-KWWH3O23,WIRELESS MOUSE,11,34,3.47,2.0,GBP,2023-11-03,True
848,SKU-VLU06DME,LAPTOP STAND,19,16,30.0,22.15,USD,2024-11-21,True
849,SKU-W1S2JFNI,desk lamp,3,19,25.2,17.25,USD,2023-11-19,True
850,SKU-8IW16GJ8,HDMI ADAPTER,4,40,22.22,10.65,EUR,2024-01-21,True
851,SKU-KHA6F5OD,HDMI ADAPTER,10,40,14.02,6.15,EUR,2024-08-08,True
852,SKU-IIO29JWP,Laptop Sleeve,4,28,42.67,19.64,USD,2023-09-17,True
853,SKU-U58I3HEH,WEBCAM,12,24,36.62,30.52,GBP,2024-10-29,True
854,SKU-JCYCGYD1,WIRELESS MOUSE,6,7,47.75,34.02,USD,2024-03-15,True
855,SKU-WB2UIT31,PHONE CASE,4,31,70.08,43.11,GBP,2025-06-17,True
856,SKU-W53RNGO9,Noise Cancelling Headphones,6,5,46.5,29.12,MAD,2023-03-03,True
857,SKU-TJHSP1RV,FITNESS TRACKER,10,21,58.85,42.88,GBP,2024-08-13,True
858,SKU-JXY3T1IF,Portable Charger,18,4,3.43,2.0,GBP,2025-06-27,True
859,SKU-G974HM2V,HDMI ADAPTER,9,40,19.47,9.85,GBP,2024-02-04,True
860,SKU-BNDZKT40,ROUTER,13,14,42.28,26.8,EUR,2023-09-23,True
861,SKU-H59LBHSO,BLUETOOTH SPEAKER,12,11,38.48,24.14,USD,2023-06-12,False
862,SKU-KAI3DJ8H,Gaming Keyboard,17,13,72.67,29.25,EUR,2024-09-28,True
863,SKU-PY75X06H,COFFEE MUG,16,9,41.58,20.51,GBP,2024-06-25,True
864,SKU-10J5VG5K,GAMING KEYBOARD,8,26,3.3,2.0,USD,2023-06-09,True
865,SKU-UCRJJQF1,Gaming Keyboard,5,3,37.16,19.11,MAD,2023-12-07,True
866,SKU-NKE20KRR,Webcam,14,1,2.4,2.0,USD,2024-12-29,False
867,SKU-1V5QHDT6,Webcam,11,33,75.14,43.96,USD,2025-01-18,True
868,SKU-GJLV1F0W,NOISE CANCELLING HEADPHONES,3,32,47.97,37.95,EUR,2024-01-17,True
869,SKU-UVX04LED,router,9,30,39.66,20.0,EUR,2024-09-25,True
870,SKU-8OIT6EGX,Router,18,31,62.56,51.99,EUR,2025-03-03,True
871,SKU-N5SDUJQM,Water Bottle,4,13,26.65,22.21,USD,2023-12-09,True
872,SKU-JZWS7PTR,LAPTOP STAND,13,5,52.99,35.71,GBP,2024-03-02,True
873,SKU-2JPDT620,Laptop Stand,3,17,44.23,18.39,MAD,2025-07-02,True
874,SKU-NRSG74DG,ssd drive,14,2,33.34,17.64,EUR,2023-10-06,True
875,SKU-HK0ERGXJ,NOISE CANCELLING HEADPHONES,17,35,90.79,43.92,GBP,2023-05-05,True
876,SKU-BBGN04Z4,4k monitor,3,5,36.4,16.1,MAD,2024-06-09,True
877,SKU-DJPW0GBW,wireless mouse,7,18,49.41,34.7,EUR,2025-04-26,False
878,SKU-5MA4BDAG,phone case,4,39,19.62,14.83,USD,2024-11-03,True
879,SKU-8Y08T6OL,bluetooth speaker,13,17,3.72,2.0,EUR,2023-02-08,True
880,SKU-A3OODPOC,HDMI ADAPTER,8,4,19.97,13.32,USD,2024-12-10,False
881,SKU-OJEVFH1Y,wireless mouse,14,13,27.47,19.72,USD,2024-12-14,True
882,SKU-O9X4L00G,noise cancelling headphones,13,29,5.31,2.0,MAD,2023-03-26,True
883,SKU-8HHDNPQ3,WEBCAM,14,26,69.03,32.11,USD,2024-02-16,True
